,code,name,c_name,market
1089,600753,东方银星,商业百货,sh
1090,600774,汉商集团,商业百货,sh
1091,600778,*ST友好,商业百货,sh
1092,600785,新华百货,商业百货,sh
1093,600790,轻纺城,商业百货,sh
1094,600814,杭州解百,商业百货,sh
1095,600821,津劝业,商业百货,sh
1096,600824,益民集团,商业百货,sh
1097,600827,百联股份,商业百货,sh
1098,600828,茂业商业,商业百货,sh
1099,600833,第一医药,商业百货,sh
1100,600838,上海九百,商业百货,sh
1101,600856,中天能源,商业百货,sh
1102,600857,宁波中百,商业百货,sh
1103,600858,银座股份,商业百货,sh
1104,600859,王府井,商业百货,sh
1105,600861,北京城乡,商业百货,sh
1106,600865,百大集团,商业百货,sh
1107,600891,秋林集团,商业百货,sh
1108,600898,国美通讯,商业百货,sh
1109,600998,九州通,商业百货,sh
1110,601010,文峰股份,商业百货,sh
1111,601116,三江购物,商业百货,sh
1112,601607,上海医药,商业百货,sh
1113,601933,永辉超市,商业百货,sh
1114,603123,翠微股份,商业百货,sh
1115,603368,柳药股份,商业百货,sh
1116,603883,老百姓,商业百货,sh
1117,603939,益丰药房,商业百货,sh
1118,000026,飞亚达Ａ,商业百货,sz
1119,000028,国药一致,商业百货,sz
1120,000062,深圳华强,商业百货,sz
1121,000408,藏格控股,商业百货,sz
1122,000411,英特集团,商业百货,sz
1123,000416,民生控股,商业百货,sz
1124,000417,合肥百货,商业百货,sz
1125,000419,通程控股,商业百货,sz
1126,000501,鄂武商Ａ,商业百货,sz
1127,000516,国际医学,商业百货,sz
1128,000560,我爱我家,商业百货,sz
1129,000564,供销大集,商业百货,sz
1130,000587,金洲慈航,商业百货,sz
1131,000591,太阳能,商业百货,sz
1132,000638,万方发展,商业百货,sz
1133,000679,大连友谊,商业百货,sz
1134,000705,浙江震元,商业百货,sz
1135,000715,中兴商业,商业百货,sz
1136,000759,中百集团,商业百货,sz
1137,000785,武汉中商,商业百货,sz
1138,000829,天音控股,商业百货,sz
1139,000882,华联股份,商业百货,sz
1140,000889,茂业通信,商业百货,sz
1141,000906,浙商中拓,商业百货,sz
1142,000987,越秀金控,商业百货,sz
1143,002024,苏宁易购,商业百货,sz
1144,002187,广百股份,商业百货,sz
1145,002251,步 步 高,商业百货,sz
1146,002264,新 华 都,商业百货,sz
1147,002277,友阿股份,商业百货,sz
1148,002336,人人乐,商业百货,sz
1149,002344,海宁皮城,商业百货,sz
1150,002416,爱施德,商业百货,sz
1151,002419,天虹股份,商业百货,sz
1152,002441,众业达,商业百货,sz
1153,002462,嘉事堂,商业百货,sz
1154,002556,辉隆股份,商业百货,sz
1155,002561,徐家汇,商业百货,sz
1156,002589,瑞康医药,商业百货,sz
1157,002697,红旗连锁,商业百货,sz
1158,300022,吉峰农机,商业百货,sz
1159,300413,快乐购,商业百货,sz
1160,600302,标准股份,纺织机械,sh
1161,600610,*ST毅达,纺织机械,sh
1162,600843,上工申贝,纺织机械,sh
1163,000666,经纬纺机,纺织机械,sz
1164,002021,中捷资源,纺织机械,sz
1165,002196,方正电机,纺织机械,sz
1166,002722,金轮股份,纺织机械,sz
1167,300384,三联虹普,纺织机械,sz
1168,600048,保利地产,房地产,sh
1169,600052,浙江广厦,房地产,sh
1170,600053,九鼎投资,房地产,sh
1171,600067,冠城大通,房地产,sh
1172,600077,宋都股份,房地产,sh
1173,600082,海泰发展,房地产,sh
1174,600094,大名城,房地产,sh
1175,600095,哈高科,房地产,sh
1176,600113,浙江东日,房地产,sh
1177,600133,东湖高新,房地产,sh
1178,600159,大龙地产,房地产,sh
1179,600162,香江控股,房地产,sh
1180,600173,卧龙地产,房地产,sh
1181,600175,美都能源,房地产,sh
1182,600185,格力地产,房地产,sh
1183,600208,新湖中宝,房地产,sh
1184,600223,鲁商置业,房地产,sh
1185,600225,天津松江,房地产,sh
1186,600239,云南城投,房地产,sh
1187,600240,华业资本,房地产,sh
1188,600246,万通地产,房地产,sh
1189,600266,北京城建,房地产,sh
1190,600322,天房发展,房地产,sh
1191,600325,华发股份,房地产,sh
1192,600340,华夏幸福,房地产,sh
1193,600376,首开股份,房地产,sh
1194,600383,金地集团,房地产,sh
1195,600393,粤泰股份,房地产,sh
1196,600463,空港股份,房地产,sh
1197,600503,华丽家族,房地产,sh
1198,600510,黑牡丹,房地产,sh
1199,600533,栖霞建设,房地产,sh
1200,600565,迪马股份,房地产,sh
1201,600568,中珠医疗,房地产,sh
1202,600606,绿地控股,房地产,sh
1203,600615,丰华股份,房地产,sh
1204,600621,华鑫股份,房地产,sh
1205,600638,新黄浦,房地产,sh
1206,600641,万业企业,房地产,sh
1207,600657,信达地产,房地产,sh
1208,600663,陆家嘴,房地产,sh
1209,600665,天地源,房地产,sh
1210,600675,中华企业,房地产,sh
1211,600683,京投发展,房地产,sh
1212,600684,珠江实业,房地产,sh
1213,600696,ST岩石,房地产,sh
1214,600716,凤凰股份,房地产,sh
1215,600724,宁波富达,房地产,sh
1216,600732,ST新梅,房地产,sh
1217,600733,SST前锋,房地产,sh
1218,600743,华远地产,房地产,sh
1219,600745,闻泰科技,房地产,sh
1220,600748,XD上实发,房地产,sh
1221,600767,ST运盛,房地产,sh
1222,600773,西藏城投,房地产,sh
1223,600791,京能置业,房地产,sh
1224,600807,*ST天业,房地产,sh
1225,600823,世茂股份,房地产,sh
1226,600862,中航高科,房地产,sh
1227,600890,中房股份,房地产,sh
1228,601588,北辰实业,房地产,sh
1229,000002,万 科Ａ,房地产,sz
1230,000005,世纪星源,房地产,sz
1231,000006,深振业Ａ,房地产,sz
1232,000009,中国宝安,房地产,sz
1233,000011,深物业A,房地产,sz
1234,000014,沙河股份,房地产,sz
1235,000024,招商地产,房地产,sz
1236,000029,深深房Ａ,房地产,sz
1237,000031,中粮地产,房地产,sz
1238,000036,华联控股,房地产,sz
1239,000038,深大通,房地产,sz
1240,000040,东旭蓝天,房地产,sz
1241,000042,中洲控股,房地产,sz
1242,000043,中航善达,房地产,sz
1243,000046,泛海控股,房地产,sz
1244,000056,皇庭国际,房地产,sz
1245,000402,金 融 街,房地产,sz
1246,000502,绿景控股,房地产,sz
1247,000505,京粮控股,房地产,sz
1248,000506,中润资源,房地产,sz
1249,000514,渝 开 发,房地产,sz
1250,000517,荣安地产,房地产,sz
1251,000526,紫光学大,房地产,sz
1252,000534,万泽股份,房地产,sz
1253,000537,广宇发展,房地产,sz
1254,000540,中天金融,房地产,sz
1255,000558,莱茵体育,房地产,sz
1256,000567,海德股份,房地产,sz
1257,000573,粤宏远Ａ,房地产,sz
1258,000608,阳光股份,房地产,sz
1259,000609,中迪投资,房地产,sz
1260,000616,海航投资,房地产,sz
1261,000620,新华联,房地产,sz
1262,000631,顺发恒业,房地产,sz
1263,000656,金科股份,房地产,sz
1264,000667,美好置业,房地产,sz
1265,000668,荣丰控股,房地产,sz
1266,000671,阳 光 城,房地产,sz
1267,000691,亚太实业,房地产,sz
1268,600059,古越龙山,酿酒行业,sh
1269,600084,中葡股份,酿酒行业,sh
1270,600090,同济堂,酿酒行业,sh
1271,600132,重庆啤酒,酿酒行业,sh
1272,600197,伊力特,酿酒行业,sh
1273,600199,金种子酒,酿酒行业,sh
1274,600238,*ST椰岛,酿酒行业,sh
1275,600365,通葡股份,酿酒行业,sh
1276,600519,贵州茅台,酿酒行业,sh
1277,600543,莫高股份,酿酒行业,sh
1278,600559,老白干酒,酿酒行业,sh
1279,600573,惠泉啤酒,酿酒行业,sh
1280,600600,青岛啤酒,酿酒行业,sh
1281,600616,金枫酒业,酿酒行业,sh
1282,600702,舍得酒业,酿酒行业,sh
1283,600779,水井坊,酿酒行业,sh
1284,600809,山西汾酒,酿酒行业,sh
1285,601579,会稽山,酿酒行业,sh
1286,603369,今世缘,酿酒行业,sh
1287,000557,西部创业,酿酒行业,sz
1288,000568,泸州老窖,酿酒行业,sz
1289,000596,古井贡酒,酿酒行业,sz
1290,000729,燕京啤酒,酿酒行业,sz
1291,000752,西藏发展,酿酒行业,sz
1292,000799,酒鬼酒,酿酒行业,sz
1293,000858,五 粮 液,酿酒行业,sz
1294,000860,顺鑫农业,酿酒行业,sz
1295,000869,张 裕Ａ,酿酒行业,sz
1296,000929,兰州黄河,酿酒行业,sz
1297,000995,*ST皇台,酿酒行业,sz
1298,002304,洋河股份,酿酒行业,sz
1299,002461,珠江啤酒,酿酒行业,sz
1300,002646,青青稞酒,酿酒行业,sz
1301,601066,中信建投,次新股,sh
1302,601138,工业富联,次新股,sh
1303,601330,绿色动力,次新股,sh
1304,601869,N长飞,次新股,sh
1305,601990,南京证券,次新股,sh
1306,603105,芯能科技,次新股,sh
1307,603486,科沃斯,次新股,sh
1308,603587,地素时尚,次新股,sh
1309,603650,彤程新材,次新股,sh
1310,603666,亿嘉和,次新股,sh
1311,603693,江苏新能,次新股,sh
1312,603706,东方环宇,次新股,sh
1313,603713,密尔克卫,次新股,sh
1314,002932,明德生物,次新股,sz
1315,300745,欣锐科技,次新股,sz
1316,300746,汉嘉设计,次新股,sz
1317,300747,锐科激光,次新股,sz
1318,300750,宁德时代,次新股,sz
1319,600086,东方金钰,服装鞋类,sh
1320,600107,美尔雅,服装鞋类,sh
1321,600137,浪莎股份,服装鞋类,sh
1322,600177,雅戈尔,服装鞋类,sh
1323,600233,圆通速递,服装鞋类,sh
1324,600272,开开实业,服装鞋类,sh
1325,600295,鄂尔多斯,服装鞋类,sh
1326,600398,海澜之家,服装鞋类,sh
1327,600400,红豆股份,服装鞋类,sh
1328,600439,瑞贝卡,服装鞋类,sh
1329,600612,老凤祥,服装鞋类,sh
1330,600884,杉杉股份,服装鞋类,sh
1331,601566,九牧王,服装鞋类,sh
1332,601718,际华集团,服装鞋类,sh
1333,603001,奥康国际,服装鞋类,sh
1334,603518,维格娜丝,服装鞋类,sh
1335,603555,贵人鸟,服装鞋类,sh
1336,603808,歌力思,服装鞋类,sh
1337,002003,伟星股份,服装鞋类,sz
1338,002029,七 匹 狼,服装鞋类,sz
1339,002036,联创电子,服装鞋类,sz
1340,002044,美年健康,服装鞋类,sz
1341,002098,浔兴股份,服装鞋类,sz
1342,002154,报 喜 鸟,服装鞋类,sz
1343,002239,奥特佳,服装鞋类,sz
1344,002269,美邦服饰,服装鞋类,sz
1345,002291,星期六,服装鞋类,sz
1346,002293,罗莱生活,服装鞋类,sz
1347,002327,富安娜,服装鞋类,sz
1348,002345,潮宏基,服装鞋类,sz
1349,002397,梦洁股份,服装鞋类,sz
1350,002425,凯撒文化,服装鞋类,sz
1351,002485,希努尔,服装鞋类,sz
1352,002486,嘉麟杰,服装鞋类,sz
1353,002494,华斯股份,服装鞋类,sz
1354,002503,搜于特,服装鞋类,sz
1355,002517,恺英网络,服装鞋类,sz
1356,002563,森马服饰,服装鞋类,sz
1357,002569,步森股份,服装鞋类,sz
1358,002574,明牌珠宝,服装鞋类,sz
1359,002612,朗姿股份,服装鞋类,sz
1360,002634,棒杰股份,服装鞋类,sz
1361,002640,跨境通,服装鞋类,sz
1362,002656,摩登大道,服装鞋类,sz
1363,002674,兴业科技,服装鞋类,sz
1364,002687,乔治白,服装鞋类,sz
1365,002731,萃华珠宝,服装鞋类,sz
1366,002740,爱迪尔,服装鞋类,sz
1367,300005,探路者,服装鞋类,sz
1368,600003,ST东北高,公路桥梁,sh
1369,600012,皖通高速,公路桥梁,sh
1370,600020,中原高速,公路桥梁,sh
1371,600033,福建高速,公路桥梁,sh
1372,600035,楚天高速,公路桥梁,sh
1373,600106,重庆路桥,公路桥梁,sh
1374,600269,赣粤高速,公路桥梁,sh
1375,600350,山东高速,公路桥梁,sh
1376,600368,五洲交通,公路桥梁,sh
1377,600377,宁沪高速,公路桥梁,sh
1378,600548,深高速,公路桥梁,sh
1379,601107,四川成渝,公路桥梁,sh
1380,601188,龙江交通,公路桥梁,sh
1381,601518,吉林高速,公路桥梁,sh
1382,000429,粤高速Ａ,公路桥梁,sz
1383,000548,湖南投资,公路桥梁,sz
1384,000828,东莞控股,公路桥梁,sz
1385,000886,海南高速,公路桥梁,sz
1386,000900,现代投资,公路桥梁,sz
1387,000916,华北高速,公路桥梁,sz
1388,600051,宁波联合,综合行业,sh
1389,600209,*ST罗顿,综合行业,sh
1390,600212,江泉实业,综合行业,sh
1391,600256,广汇能源,综合行业,sh
1392,600576,祥源文化,综合行业,sh
1393,600603,广汇物流,综合行业,sh
1394,600614,鹏起科技,综合行业,sh
1395,600620,天宸股份,综合行业,sh
1396,600622,光大嘉宝,综合行业,sh
1397,600624,复旦复华,综合行业,sh
1398,600647,同达创业,综合行业,sh
1399,600656,退市博元,综合行业,sh
1400,600687,刚泰控股,综合行业,sh
1401,600701,*ST工新,综合行业,sh
1402,600730,中国高科,综合行业,sh
1403,600770,综艺股份,综合行业,sh
1404,600777,新潮能源,综合行业,sh
1405,600800,天津磁卡,综合行业,sh
1406,600805,悦达投资,综合行业,sh
1407,600811,东方集团,综合行业,sh
1408,600832,东方明珠,综合行业,sh
1409,600846,同济科技,综合行业,sh
1410,600892,大晟文化,综合行业,sh
1411,000008,神州高铁,综合行业,sz
1412,000301,东方市场,综合行业,sz
1413,000576,广东甘化,综合行业,sz
1414,000632,三木集团,综合行业,sz
1415,000633,合金投资,综合行业,sz
1416,000652,泰达股份,综合行业,sz
1417,000701,厦门信达,综合行业,sz
1418,000839,中信国安,综合行业,sz
1419,000881,中广核技,综合行业,sz
1420,000909,数源科技,综合行业,sz
1421,600011,华能国际,电力行业,sh
1422,600021,上海电力,电力行业,sh
1423,600023,浙能电力,电力行业,sh
1424,600027,华电国际,电力行业,sh
1425,600098,广州发展,电力行业,sh
1426,600101,明星电力,电力行业,sh
1427,600110,诺德股份,电力行业,sh
1428,600116,三峡水利,电力行业,sh
1429,600131,岷江水电,电力行业,sh
1430,600236,桂冠电力,电力行业,sh
1431,600310,桂东电力,电力行业,sh
1432,600396,金山股份,电力行业,sh
1433,600452,涪陵电力,电力行业,sh
1434,600483,福能股份,电力行业,sh
1435,600505,西昌电力,电力行业,sh
1436,600509,天富能源,电力行业,sh
1437,600578,京能电力,电力行业,sh
1438,600642,申能股份,电力行业,sh
1439,600644,乐山电力,电力行业,sh
1440,600674,川投能源,电力行业,sh
1441,600726,华电能源,电力行业,sh
1442,600744,华银电力,电力行业,sh
1443,600769,祥龙电业,电力行业,sh
1444,600780,通宝能源,电力行业,sh
1445,600795,国电电力,电力行业,sh
1446,600863,内蒙华电,电力行业,sh
1447,600864,哈投股份,电力行业,sh
1448,600868,梅雁吉祥,电力行业,sh
1449,600869,智慧能源,电力行业,sh
1450,600886,国投电力,电力行业,sh
1451,600900,长江电力,电力行业,sh
1452,600969,郴电国际,电力行业,sh
1453,600979,广安爱众,电力行业,sh
1454,600995,文山电力,电力行业,sh
1455,601016,节能风电,电力行业,sh
1456,601991,大唐发电,电力行业,sh
1457,000027,深圳能源,电力行业,sz
1458,000037,深南电A,电力行业,sz
1459,000531,穗恒运Ａ,电力行业,sz
1460,000539,粤电力Ａ,电力行业,sz
1461,000543,皖能电力,电力行业,sz
1462,000600,建投能源,电力行业,sz
1463,000601,韶能股份,电力行业,sz
1464,000602,金马集团,电力行业,sz
1465,000690,宝新能源,电力行业,sz
1466,000720,*ST新能,电力行业,sz
1467,000722,湖南发展,电力行业,sz
1468,000767,漳泽电力,电力行业,sz
1469,000791,甘肃电投,电力行业,sz
1470,000862,银星能源,电力行业,sz
1471,000875,吉电股份,电力行业,sz
1472,000883,湖北能源,电力行业,sz
1473,000899,赣能股份,电力行业,sz
1474,000939,*ST凯迪,电力行业,sz
1475,000958,东方能源,电力行业,sz
1476,000966,长源电力,电力行业,sz
1477,000993,闽东电力,电力行业,sz
1478,001896,豫能控股,电力行业,sz
1479,002039,黔源电力,电力行业,sz
1480,002479,富春环保,电力行业,sz
1481,002692,睿康股份,电力行业,sz
1482,300423,鲁亿通,电力行业,sz
1483,600060,海信电器,家电行业,sh
1484,600261,阳光照明,家电行业,sh
1485,600336,澳柯玛,家电行业,sh
1486,600690,青岛海尔,家电行业,sh
1487,600839,四川长虹,家电行业,sh
1488,600854,春兰股份,家电行业,sh
1489,600870,*ST厦华,家电行业,sh
1490,600983,惠而浦,家电行业,sh
1491,603366,日出东方,家电行业,sh
1492,603519,立霸股份,家电行业,sh
1493,000016,深康佳Ａ,家电行业,sz
1494,000100,TCL 集团,家电行业,sz
1495,000333,美的集团,家电行业,sz
1496,000418,小天鹅Ａ,家电行业,sz
1497,000521,长虹美菱,家电行业,sz
1498,000527,美的电器,家电行业,sz
1499,000533,万 家 乐,家电行业,sz
1500,000541,佛山照明,家电行业,sz
1501,000651,格力电器,家电行业,sz
1502,000921,海信科龙,家电行业,sz
1503,002005,德豪润达,家电行业,sz
1504,002032,苏 泊 尔,家电行业,sz
1505,002035,华帝股份,家电行业,sz
1506,002076,雪 莱 特,家电行业,sz
1507,002242,九阳股份,家电行业,sz
1508,002260,*ST德奥,家电行业,sz
1509,002290,中科新材,家电行业,sz
1510,002403,爱仕达,家电行业,sz
1511,002429,兆驰股份,家电行业,sz
1512,002473,*ST圣莱,家电行业,sz
1513,002508,老板电器,家电行业,sz
1514,002543,万和电气,家电行业,sz
1515,002668,奥马电器,家电行业,sz
1516,002677,浙江美大,家电行业,sz
1517,002681,奋达科技,家电行业,sz
1518,002705,新宝股份,家电行业,sz
1519,002723,金莱特,家电行业,sz
1520,600007,中国国贸,开发区,sh
1521,600064,南京高科,开发区,sh
1522,600215,长春经开,开发区,sh
1523,600604,市北高新,开发区,sh
1524,600639,浦东金桥,开发区,sh
1525,600648,外高桥,开发区,sh
1526,600658,电子城,开发区,sh
1527,600736,苏州高新,开发区,sh
1528,600895,张江高科,开发区,sh
1529,000628,高新发展,开发区,sz
1530,600096,云天化,农药化肥,sh
1531,600226,瀚叶股份,农药化肥,sh
1532,600227,圣济堂,农药化肥,sh
1533,600230,沧州大化,农药化肥,sh
1534,600389,江山股份,农药化肥,sh
1535,600423,*ST柳化,农药化肥,sh
1536,600426,华鲁恒升,农药化肥,sh
1537,600470,六国化工,农药化肥,sh
1538,600486,扬农化工,农药化肥,sh
1539,600538,国发股份,农药化肥,sh
1540,600596,新安股份,农药化肥,sh
1541,600691,阳煤化工,农药化肥,sh
1542,600727,鲁北化工,农药化肥,sh
1543,600731,湖南海利,农药化肥,sh
1544,600796,钱江生化,农药化肥,sh
1545,600803,新奥股份,农药化肥,sh
1546,603599,广信股份,农药化肥,sh
1547,000155,川化股份,农药化肥,sz
1548,000422,*ST宜化,农药化肥,sz
1549,000525,红 太 阳,农药化肥,sz
1550,000553,沙隆达Ａ,农药化肥,sz
1551,000578,盐湖集团,农药化肥,sz
1552,000731,四川美丰,农药化肥,sz
1553,000792,盐湖股份,农药化肥,sz
1554,000830,鲁西化工,农药化肥,sz
1555,000902,新洋丰,农药化肥,sz
1556,000912,*ST天化,农药化肥,sz
1557,000950,*ST建峰,农药化肥,sz
1558,000953,ST河化,农药化肥,sz
1559,002004,华邦健康,农药化肥,sz
1560,002018,*ST华信,农药化肥,sz
1561,002113,天润数娱,农药化肥,sz
1562,002170,芭田股份,农药化肥,sz
1563,002215,诺 普 信,农药化肥,sz
1564,002258,利尔化学,农药化肥,sz
1565,002274,华昌化工,农药化肥,sz
1566,002391,长青股份,农药化肥,sz
1567,002470,金正大,农药化肥,sz
1568,002496,辉丰股份,农药化肥,sz
1569,002513,蓝丰生化,农药化肥,sz
1570,002538,司尔特,农药化肥,sz
1571,002539,云图控股,农药化肥,sz
1572,002588,史丹利,农药化肥,sz
1573,002734,利民股份,农药化肥,sz
1574,002749,国光股份,农药化肥,sz
1575,300261,雅本化学,农药化肥,sz
1576,600061,国投资本,化纤行业,sh
1577,600063,皖维高新,化纤行业,sh
1578,600527,江南高纤,化纤行业,sh
1579,600810,神马股份,化纤行业,sh
1580,600889,南京化纤,化纤行业,sh
1581,601113,华鼎股份,化纤行业,sh
1582,601233,桐昆股份,化纤行业,sh
1583,000420,吉林化纤,化纤行业,sz
1584,000584,哈工智能,化纤行业,sz
1585,000615,京汉股份,化纤行业,sz
1586,000677,恒天海龙,化纤行业,sz
1587,000687,华讯方舟,化纤行业,sz
1588,000703,恒逸石化,化纤行业,sz
1589,000782,美达股份,化纤行业,sz
1590,000936,华西股份,化纤行业,sz
1591,000949,新乡化纤,化纤行业,sz
1592,000976,华铁股份,化纤行业,sz
1593,002015,霞客环保,化纤行业,sz
1594,002064,华峰氨纶,化纤行业,sz
1595,002080,中材科技,化纤行业,sz
1596,002172,澳洋科技,化纤行业,sz
1597,002206,海 利 得,化纤行业,sz
1598,002254,泰和新材,化纤行业,sz
1599,002427,*ST尤夫,化纤行业,sz
1600,002493,荣盛石化,化纤行业,sz
1601,300180,华峰超纤,化纤行业,sz
1602,600143,金发科技,塑料制品,sh
1603,600146,商赢环球,塑料制品,sh
1604,600444,国机通用,塑料制品,sh
1605,600458,时代新材,塑料制品,sh
1606,600589,广东榕泰,塑料制品,sh
1607,603806,福斯特,塑料制品,sh
1608,000407,胜利股份,塑料制品,sz
1609,000859,国风塑业,塑料制品,sz
1610,000973,佛塑科技,塑料制品,sz
1611,002002,鸿达兴业,塑料制品,sz
1612,002108,沧州明珠,塑料制品,sz
1613,002243,通产丽星,塑料制品,sz
1614,002263,*ST东南,塑料制品,sz
1615,002324,普利特,塑料制品,sz
1616,002343,慈文传媒,塑料制品,sz
1617,002420,毅昌股份,塑料制品,sz
1618,002457,青龙管业,塑料制品,sz
1619,002464,众应互联,塑料制品,sz
1620,002522,浙江众成,塑料制品,sz
1621,002585,双星新材,塑料制品,sz
1622,002641,永高股份,塑料制品,sz
1623,002676,顺威股份,塑料制品,sz
1624,002694,顾地科技,塑料制品,sz
1625,002735,王子新材,塑料制品,sz
1626,300169,天晟新材,塑料制品,sz
1627,300198,纳川股份,塑料制品,sz
1628,300218,安利股份,塑料制品,sz
1629,300221,银禧科技,塑料制品,sz
1630,300230,永利股份,塑料制品,sz
1631,300305,裕兴股份,塑料制品,sz
1632,300321,同大股份,塑料制品,sz
1633,300325,德威新材,塑料制品,sz
1634,300393,中来股份,塑料制品,sz
1635,600337,美克家居,家具行业,sh
1636,600978,宜华生活,家具行业,sh
1637,603008,喜临门,家具行业,sh
1638,603600,永艺股份,家具行业,sh
1639,603818,曲美家居,家具行业,sh
1640,603898,好莱客,家具行业,sh
1641,000910,大亚圣象,家具行业,sz
1642,002084,海鸥住工,家具行业,sz
1643,002120,韵达股份,家具行业,sz
1644,002240,威华股份,家具行业,sz
1645,002259,升达林业,家具行业,sz
1646,002489,浙江永强,家具行业,sz
1647,002572,索菲亚,家具行业,sz
1648,002631,德尔未来,家具行业,sz
1649,002718,友邦吊顶,家具行业,sz
1650,002751,易尚展示,家具行业,sz
1651,600097,开创国际,农林牧渔,sh
1652,600108,亚盛集团,农林牧渔,sh
1653,600127,金健米业,农林牧渔,sh
1654,600189,吉林森工,农林牧渔,sh
1655,600195,中牧股份,农林牧渔,sh
1656,600251,冠农股份,农林牧渔,sh
1657,600257,大湖股份,农林牧渔,sh
1658,600265,ST景谷,农林牧渔,sh
1659,600275,ST昌鱼,农林牧渔,sh
1660,600313,农发种业,农林牧渔,sh
1661,600354,敦煌种业,农林牧渔,sh
1662,600359,新农开发,农林牧渔,sh
1663,600371,万向德农,农林牧渔,sh
1664,600438,通威股份,农林牧渔,sh
1665,600467,好当家,农林牧渔,sh
1666,600506,香梨股份,农林牧渔,sh
1667,600540,新赛股份,农林牧渔,sh
1668,600598,北大荒,农林牧渔,sh
1669,600965,福成股份,农林牧渔,sh
1670,600975,新五丰,农林牧渔,sh
1671,601996,丰林集团,农林牧渔,sh
1672,603609,禾丰牧业,农林牧渔,sh
1673,000048,*ST康达,农林牧渔,sz
1674,000061,农 产 品,农林牧渔,sz
1675,000592,平潭发展,农林牧渔,sz
1676,000663,永安林业,农林牧渔,sz
1677,000702,正虹科技,农林牧渔,sz
1678,000713,丰乐种业,农林牧渔,sz
1679,000735,罗 牛 山,农林牧渔,sz
1680,000798,中水渔业,农林牧渔,sz
1681,000876,新 希 望,农林牧渔,sz
1682,000998,隆平高科,农林牧渔,sz
1683,002041,登海种业,农林牧渔,sz
1684,002069,獐子岛,农林牧渔,sz
1685,002086,东方海洋,农林牧渔,sz
1686,002100,天康生物,农林牧渔,sz
1687,002124,天邦股份,农林牧渔,sz
1688,002157,正邦科技,农林牧渔,sz
1689,002173,创新医疗,农林牧渔,sz
1690,002234,民和股份,农林牧渔,sz
1691,002299,圣农发展,农林牧渔,sz
1692,002311,海大集团,农林牧渔,sz
1693,002321,华英农业,农林牧渔,sz
1694,002385,大北农,农林牧渔,sz
1695,002447,晨鑫科技,农林牧渔,sz
1696,002458,益生股份,农林牧渔,sz
1697,002477,雏鹰农牧,农林牧渔,sz
1698,002505,大康农业,农林牧渔,sz
1699,002548,金新农,农林牧渔,sz
1700,002567,唐人神,农林牧渔,sz
1701,002679,福建金森,农林牧渔,sz
1702,002696,百洋股份,农林牧渔,sz
1703,002714,牧原股份,农林牧渔,sz
1704,002746,仙坛股份,农林牧渔,sz
1705,300021,大禹节水,农林牧渔,sz
1706,300087,荃银高科,农林牧渔,sz
1707,300094,国联水产,农林牧渔,sz
1708,300106,西部牧业,农林牧渔,sz
1709,300143,星普医科,农林牧渔,sz
1710,300186,大华农,农林牧渔,sz
1711,300189,神农基因,农林牧渔,sz
1712,300268,佳沃股份,农林牧渔,sz
1713,300313,天山生物,农林牧渔,sz
1714,300381,溢多利,农林牧渔,sz
1715,600062,华润双鹤,生物制药,sh
1716,600079,人福医药,生物制药,sh
1717,600080,金花股份,生物制药,sh
1718,600085,同仁堂,生物制药,sh
1719,600129,太极集团,生物制药,sh
1720,600161,天坛生物,生物制药,sh
1721,600196,复星医药,生物制药,sh
1722,600200,江苏吴中,生物制药,sh
1723,600201,生物股份,生物制药,sh
1724,600211,西藏药业,生物制药,sh
1725,600216,浙江医药,生物制药,sh
1726,600222,太龙药业,生物制药,sh
1727,600252,中恒集团,生物制药,sh
1728,600253,天方药业,生物制药,sh
1729,600267,海正药业,生物制药,sh
1730,600276,恒瑞医药,生物制药,sh
1731,600285,羚锐制药,生物制药,sh
1732,600329,中新药业,生物制药,sh
1733,600332,白云山,生物制药,sh
1734,600351,亚宝药业,生物制药,sh
1735,600380,健康元,生物制药,sh
1736,600420,现代制药,生物制药,sh
1737,600422,昆药集团,生物制药,sh
1738,600436,片仔癀,生物制药,sh
1739,600466,蓝光发展,生物制药,sh
1740,600479,千金药业,生物制药,sh
1741,600488,天药股份,生物制药,sh
1742,600513,联环药业,生物制药,sh
1743,600518,康美药业,生物制药,sh
1744,600521,华海药业,生物制药,sh
1745,600530,交大昂立,生物制药,sh
1746,600535,天士力,生物制药,sh
1747,600557,康缘药业,生物制药,sh
1748,600566,济川药业,生物制药,sh
1749,600572,康恩贝,生物制药,sh
1750,600594,益佰制药,生物制药,sh
1751,600613,神奇制药,生物制药,sh
1752,600645,中源协和,生物制药,sh
1753,600664,哈药股份,生物制药,sh
1754,600666,奥瑞德,生物制药,sh
1755,600671,天目药业,生物制药,sh
1756,600750,江中药业,生物制药,sh
1757,600771,广誉远,生物制药,sh
1758,600781,辅仁药业,生物制药,sh
1759,600789,鲁抗医药,生物制药,sh
1760,600812,华北制药,生物制药,sh
1761,600829,人民同泰,生物制药,sh
1762,600867,通化东宝,生物制药,sh
1763,600976,健民集团,生物制药,sh
1764,600993,马应龙,生物制药,sh
1765,603168,莎普爱思,生物制药,sh
1766,603222,济民制药,生物制药,sh
1767,603456,九洲药业,生物制药,sh
1768,603567,珍宝岛,生物制药,sh
1769,603998,方盛制药,生物制药,sh
1770,000004,国农科技,生物制药,sz
1771,000078,海王生物,生物制药,sz
1772,000153,丰原药业,生物制药,sz
